primary	secondary	tertiary	quaternary	quinternary	metamaintype	metacolor	metanci	metaumls	metanccn
Thyroid (THYROID)	Hurthle Cell Thyroid Cancer (THHC)				Thyroid Cancer	Teal	C4946	C0749424	Thyroid Carcinoma
Thyroid (THYROID)	Hyalinizing Trabecular Adenoma of the Thyroid (HTAT)				Thyroid Cancer	Teal	C6846	C1266049	Thyroid Carcinoma
Thyroid (THYROID)	Medullary Thyroid Cancer (THME)				Thyroid Cancer	Teal	C3879	C0238462	Thyroid Carcinoma
Thyroid (THYROID)	Poorly Differentiated Thyroid Cancer (THPD)				Thyroid Cancer	Teal	C6040	C1266050	Thyroid Carcinoma
Thyroid (THYROID)	Well-Differentiated Thyroid Cancer (WDTC)				Thyroid Cancer	Teal	C7153	C1337013	Thyroid Carcinoma
Thyroid (THYROID)	Well-Differentiated Thyroid Cancer (WDTC)	Follicular Thyroid Cancer (THFO)			Thyroid Cancer	Teal	C8054	C0206682	Thyroid Carcinoma
Thyroid (THYROID)	Well-Differentiated Thyroid Cancer (WDTC)	Papillary Thyroid Cancer (THPA)			Thyroid Cancer	Teal	C4035	C0238463	Thyroid Carcinoma
Uterus (UTERUS)	Gestational Trophoblastic Disease (GTD)				Gestational Trophoblastic Disease	PeachPuff	C4699	C1135868	
Uterus (UTERUS)	Gestational Trophoblastic Disease (GTD)	Molar Pregnancy (MP)			Gestational Trophoblastic Disease	PeachPuff	C3110	C0020217	
Uterus (UTERUS)	Gestational Trophoblastic Disease (GTD)	Molar Pregnancy (MP)	Complete Hydatidiform Mole (CHM)		Gestational Trophoblastic Disease	PeachPuff	C4871	C0678213	
Uterus (UTERUS)	Gestational Trophoblastic Disease (GTD)	Molar Pregnancy (MP)	Invasive Hydatidiform Mole (IHM)		Gestational Trophoblastic Disease	PeachPuff	C6985	C0008493	
Uterus (UTERUS)	Gestational Trophoblastic Disease (GTD)	Molar Pregnancy (MP)	Partial Hydatidiform Mole (PHM)		Gestational Trophoblastic Disease	PeachPuff	C4293	C0334529	
Uterus (UTERUS)	Gestational Trophoblastic Disease (GTD)	Choriocarcinoma (UCCA)			Gestational Trophoblastic Disease	PeachPuff	C27246	C0279677	
Uterus (UTERUS)	Gestational Trophoblastic Disease (GTD)	Epithelioid Trophoblastic Tumor (ETT)			Gestational Trophoblastic Disease	PeachPuff	C6900	C1266159	
Uterus (UTERUS)	Gestational Trophoblastic Disease (GTD)	Placental Site Trophoblastic Tumor (PSTT)			Gestational Trophoblastic Disease	PeachPuff	C3757	C0206666	
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)				Endometrial Cancer	PeachPuff	C7558	C0476089	Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Poorly Differentiated Carcinoma of the Uterus (UPDC)			Endometrial Cancer	PeachPuff			Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Adenosquamous Carcinoma (UASC)			Endometrial Cancer	PeachPuff	C4519	C0346202	Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor (UCS)			Endometrial Cancer	PeachPuff	C42700	C0280630	Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Clear Cell Carcinoma (UCCC)			Endometrial Cancer	PeachPuff	C6344	C1332912	Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Dedifferentiated Carcinoma (UDDC)			Endometrial Cancer	PeachPuff	C6345	C0850327	Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Endometrioid Carcinoma (UEC)			Endometrial Cancer	PeachPuff	C6287	C1336905	Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Mesonephric Carcinoma (UMNC)			Endometrial Cancer	PeachPuff			Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Mixed Endometrial Carcinoma (UMEC)			Endometrial Cancer	PeachPuff			Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Mucinous Carcinoma (UMC)			Endometrial Cancer	PeachPuff	C40144	C0854923	Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Neuroendocrine Carcinoma (UNEC)			Endometrial Cancer	PeachPuff	C126771	CL508215	Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Serous Carcinoma/Uterine Papillary Serous Carcinoma (USC)			Endometrial Cancer	PeachPuff	C27838	C0854924	Uterine Neoplasms
Uterus (UTERUS)	Endometrial Carcinoma (UCEC)	Uterine Undifferentiated Carcinoma (UUC)			Endometrial Cancer	PeachPuff	C6345	C0850327	Uterine Neoplasms
Uterus (UTERUS)	Other Uterine Tumor (OUTT)				Endometrial Cancer	PeachPuff			Uterine Neoplasms
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Undifferentiated Uterine Sarcoma (UUS)			Uterine Sarcoma	PeachPuff	C8972	CL033042	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Uterine Adenosarcoma (UAS)			Uterine Sarcoma	PeachPuff	C6336	C1336917	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Endometrial Stromal Sarcoma (ESS)			Uterine Sarcoma	PeachPuff	C8973	C0206630	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Endometrial Stromal Sarcoma (ESS)	High-Grade Endometrial Stromal Sarcoma (HGESS)		Uterine Sarcoma	PeachPuff	C126998	CL508195	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Endometrial Stromal Sarcoma (ESS)	Low-Grade Endometrial Stromal Sarcoma (LGESS)		Uterine Sarcoma	PeachPuff	C4263	C0334486	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Uterine Perivascular Epithelioid Cell Tumor (UPECOMA)			Uterine Sarcoma	PeachPuff	C40180	C1519862	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Uterine Sarcoma, Other (OUSARC)			Uterine Sarcoma	PeachPuff			
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Uterine Smooth Muscle Tumor (USMT)			Uterine Sarcoma	PeachPuff	C40176	C1519863	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Uterine Smooth Muscle Tumor (USMT)	Uterine Leiomyoma (ULM)		Uterine Sarcoma	PeachPuff	C3434	C0042133	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Uterine Smooth Muscle Tumor (USMT)	Uterine Leiomyosarcoma (ULMS)		Uterine Sarcoma	PeachPuff	C6340	C0280631	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Uterine Smooth Muscle Tumor (USMT)	Uterine Epithelioid Leiomyosarcoma (UELMS)		Uterine Sarcoma	PeachPuff	C40174	C1519851	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Uterine Smooth Muscle Tumor (USMT)	Uterine Myxoid Leiomyosarcoma (UMLMS)		Uterine Sarcoma	PeachPuff	C40175	C1519861	
Uterus (UTERUS)	Uterine Sarcoma/Mesenchymal (USARC)	Uterine Smooth Muscle Tumor (USMT)	Uterine Smooth Muscle Tumor of Uncertain Malignant Potential (USTUMP)		Uterine Sarcoma	PeachPuff	C40177	C1519864	
Vulva/Vagina (VULVA)	Germ Cell Tumor of the Vulva (VGCT)				Germ Cell Tumor	Purple	C128294	CL509570	
Vulva/Vagina (VULVA)	Germ Cell Tumor of the Vulva (VGCT)	Dysgerminoma (VDYS)			Germ Cell Tumor	Purple	C2996	C0013377	
Vulva/Vagina (VULVA)	Germ Cell Tumor of the Vulva (VGCT)	Embryonal Carcinoma (VOEC)			Germ Cell Tumor	Purple	C3752	C0206659	
Vulva/Vagina (VULVA)	Germ Cell Tumor of the Vulva (VGCT)	Immature Teratoma (VIMT)			Germ Cell Tumor	Purple	C8884	C0855163	
Vulva/Vagina (VULVA)	Germ Cell Tumor of the Vulva (VGCT)	Mature Teratoma (VMT)			Germ Cell Tumor	Purple	C9015	C1368910	
Vulva/Vagina (VULVA)	Germ Cell Tumor of the Vulva (VGCT)	Mixed Germ Cell Tumor (VMGCT)			Germ Cell Tumor	Purple		C0334524	
Vulva/Vagina (VULVA)	Germ Cell Tumor of the Vulva (VGCT)	Polyembryoma (VPE)			Germ Cell Tumor	Purple		C0334518	
Vulva/Vagina (VULVA)	Germ Cell Tumor of the Vulva (VGCT)	Yolk Sac Tumor (VYST)			Germ Cell Tumor	Purple	C6379	C1336945	
Vulva/Vagina (VULVA)	Mucinous Adenocarcinoma of the Vulva/Vagina (VMA)				Vulvar Carcinoma	Purple	C40252	C1519925	Vulvar Cancer
Vulva/Vagina (VULVA)	Mucosal Melanoma of the Vulva/Vagina (VMM)				Melanoma	Purple	C27394	C2004576	Melanoma
Vulva/Vagina (VULVA)	Squamous Cell Carcinoma of the Vulva/Vagina (VSC)				Vaginal Cancer	Purple	C7736	C0238518	
Vulva/Vagina (VULVA)	Vaginal Adenocarcinoma (VA)				Vaginal Cancer	Purple	C7981	C0279668	
Vulva/Vagina (VULVA)	Poorly Differentiated Vaginal Carcinoma (VPDC)				Vaginal Cancer	Purple	C40264	C1519934	
Other (OTHER)	Adenocarcinoma In Situ (AIS)				Adenocarcinoma In Situ	Black	C4123	C0334276	
Other (OTHER)	Cancer of Unknown Primary (CUP)				Cancer of Unknown Primary	Black	C3812	C0220647	Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Acinar Cell Carcinoma, NOS (ACN)			Cancer of Unknown Primary	Black			Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Adenocarcinoma, NOS (ADNOS)			Cancer of Unknown Primary	Black	C4039	C0280096	Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Cancer of Unknown Primary, NOS (CUPNOS)			Cancer of Unknown Primary	Black			Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Mixed Cancer Types (MIXED)			Cancer of Unknown Primary	Black			Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Neuroendocrine Carcinoma, NOS (NECNOS)			Cancer of Unknown Primary	Black	C3773	C0206695	Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Neuroendocrine Tumor, NOS (NETNOS)			Cancer of Unknown Primary	Black	C3809	C0206754	Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Poorly Differentiated Carcinoma, NOS (PDC)			Cancer of Unknown Primary	Black	C8100	C0280098	Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Small Cell Carcinoma of Unknown Primary (SCUP)			Cancer of Unknown Primary	Black			Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Squamous Cell Carcinoma, NOS (SCCNOS)			Cancer of Unknown Primary	Black	C8099	C0280097	Occult Primary
Other (OTHER)	Cancer of Unknown Primary (CUP)	Undifferentiated Malignant Neoplasm (UDMN)			Cancer of Unknown Primary	Black	C8100	C0280098	Occult Primary
Lymphoid (LYMPH)	Hodgkin Lymphoma (HL)	Nodular Lymphocyte-Predominant Hodgkin Lymphoma (NLPHL)				LimeGreen			
Lymphoid (LYMPH)	Hodgkin Lymphoma (HL)	Classical Hodgkin Lymphoma (CHL)	Nodular Sclerosis Classical Hodgkin Lymphoma (NSCHL)			LimeGreen			
Lymphoid (LYMPH)	Hodgkin Lymphoma (HL)	Classical Hodgkin Lymphoma (CHL)	Mixed Cellularity Classical Hodgkin Lymphoma (MCCHL)			LimeGreen			
Lymphoid (LYMPH)	Hodgkin Lymphoma (HL)	Classical Hodgkin Lymphoma (CHL)	Lymphocyte-Rich Classical Hodgkin Lymphoma (LRCHL)			LimeGreen			
Lymphoid (LYMPH)	Hodgkin Lymphoma (HL)	Classical Hodgkin Lymphoma (CHL)	Lymphocyte-Depleted Classical Hodgkin Lymphoma (LDCHL)			LimeGreen			
Lymphoid (LYMPH)	Posttransplant Lymphoproliferative Disorders (PTLD)	Plasmacytic Hyperplasia PTLD (PHPTLD)				LimeGreen			
Lymphoid (LYMPH)	Posttransplant Lymphoproliferative Disorders (PTLD)	Infectious Mononucleosis PTLD (IMPTLD)				LimeGreen			
Lymphoid (LYMPH)	Posttransplant Lymphoproliferative Disorders (PTLD)	Florid Follicular Hyperplasia PTLD (FHPTLD)				LimeGreen			
Lymphoid (LYMPH)	Posttransplant Lymphoproliferative Disorders (PTLD)	Polymorphic PTLD (PPTLD)				LimeGreen			
Lymphoid (LYMPH)	Posttransplant Lymphoproliferative Disorders (PTLD)	Monomorphic PTLD (B- and T-/NK-cell types) (MPTLD)				LimeGreen			
Lymphoid (LYMPH)	Posttransplant Lymphoproliferative Disorders (PTLD)	Classical Hodgkin Lymphoma PTLD (CHLPTLD)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (CLL/SLL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Monoclonal B-Cell Lymphocytosis (MCBCL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	B-Cell Prolymphocytic Leukemia (BPLL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Splenic Marginal Zone Lymphoma (SMZL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Hairy Cell Leukemia (HCL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Provisional Entity: Splenic B-Cell Lymphoma/Leukemia, Unclassifiable (SBLU)	Provisional Entity: Splenic Diffuse Red Pulp Small B-Cell Lymphoma (SDRPL)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Provisional Entity: Splenic B-Cell Lymphoma/Leukemia, Unclassifiable (SBLU)	Provisional Entity: Hairy Cell Leukemia-Variant (HCL-V)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Lymphoplasmacytic Lymphoma (LPL)	Waldenström Macroglobulinemia (WM)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Monoclonal Gammopathy of Undetermined Significance, (MGUS)	IgM (MGUSIGM)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Monoclonal Gammopathy of Undetermined Significance, (MGUS)	IgA (MGUSIGA)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Monoclonal Gammopathy of Undetermined Significance, (MGUS)	IgG (MGUSIGG)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	μ Heavy-Chain Disease (MHDC)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	γ Heavy-Chain Disease (GHCD)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	α Heavy-Chain Disease (AHCD)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Plasma Cell Myeloma (PCM)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Solitary Plasmacytoma of Bone (SPB)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Extraosseous Plasmacytoma (EP)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Monoclonal Immunoglobulin Deposition Diseases (MIDD)	Amyloidosis (MIDDA)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Monoclonal Immunoglobulin Deposition Diseases (MIDD)	Monoclonal Immunoglobulin Deposition Diseases, Other (MIDDO)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue (MALT lymphoma) (EMALT)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Nodal Marginal Zone Lymphoma (NMZL)	Provisional Entity: Pediatric Nodal Marginal Zone Lymphoma (PNMZL)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Follicular Lymphoma (FL)	In Situ Follicular Neoplasia (ISFN)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Follicular Lymphoma (FL)	Duodenal-Type Follicular Lymphoma (DFL)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Pediatric-Type Follicular Lymphoma (PTFL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Provisional Entity: Large B-Cell Lymphoma with IRF4 Rearrangement (LBLIRF4)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Primary Cutaneous Follicle Center Lymphoma (PCFCL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Mantle Cell Lymphoma (MCL)	In Situ Mantle Cell Neoplasia (ISMCL)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Diffuse Large B-Cell Lymphoma (DLBCL), NOS (DLBCLNOS)	Germinal Center B-Cell Type (GCB)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Diffuse Large B-Cell Lymphoma (DLBCL), NOS (DLBCLNOS)	Activated B-cell Type (ABC)			LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	T-Cell/Histiocyte-Rich Large B-Cell Lymphoma (THRLBCL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Primary DLBCL of the central nervous system (PCNSL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Primary Cutaneous DLBCL, Leg Type (PCLBCLLT)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	EBV Positive DLBCL, NOS (EBVDLBCLNOS)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Provisional Entity: EBV Positive Mucocutaneous Ulcer (EBVMCU)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	DLBCL Associated with Chronic Inflammation (DLBCLCI)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Lymphomatoid Granulomatosis (LYG)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Primary Mediastinal (Thymic) Large B-Cell Lymphoma (PMBL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Intravascular Large B-Cell Lymphoma (IVBCL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	ALK Positive Large B-Cell Lymphoma (ALKLBCL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Plasmablastic Lymphoma (PLBL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Primary Effusion Lymphoma (PEL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Provisional Entity: HHV8 Positive DLBCL, NOS (HHV8DLBCL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Burkitt Lymphoma (BL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	Provisional Entity: Burkitt-Like Lymphoma with 11q Aberration (BLL11Q)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	High-Grade B-Cell Lymphoma, with MYC and BCL2 and/or BCL6 Rearrangements (HGBCLMYCBCL2)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	High-Grade B-Cell Lymphoma, NOS (HGBCL)				LimeGreen			
Lymphoid (LYMPH)	Mature B-Cell Neoplasms (MBN)	B-Cell Lymphoma, Unclassifiable, with Features Intermediate between DLBCL and Classical Hodgkin lymphoma (BCLU)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	T-Cell Prolymphocytic Leukemia (TPLL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	T-Cell Large Granular Lymphocytic Leukemia (TLGL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Provisional Entity: Chronic Lymphoproliferative Disorder of NK Cells (CLPDNK)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Aggressive NK-Cell Leukemia (ANKL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Systemic EBV+ T-Cell Lymphoma of Childhood (SEBVTLC)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Hydroa Vacciniforme–Like Lymphoproliferative Disorder (HVLL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Adult T-Cell Leukemia/Lymphoma (ATLL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Enteropathy-Associated T-Cell Lymphoma (EATL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Extranodal NK-/T-Cell Lymphoma, Nasal Type (ENKL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Monomorphic Epitheliotropic Intestinal T-Cell Lymphoma (MEATL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Provisional Entity: Indolent T-Cell Lymphoproliferative Disorder of the GI Tract (ITLPDGI)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Hepatosplenic T-cell Lymphoma (HSTCL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Subcutaneous Panniculitis-Like T-Cell Lymphoma (SPTCL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Mycosis Fungoides (MYFD)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Sézary Syndrome (SS)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Primary Cutaneous CD30+ T-Cell Lymphoproliferative Disorders (PCLPD)	Lymphomatoid Papulosis (LYP)			LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Primary Cutaneous CD30+ T-Cell Lymphoproliferative Disorders (PCLPD)	Primary Cutaneous Anaplastic Large Cell Lymphoma (PCALCL)			LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Primary Cutaneous γδ T-Cell Lymphoma (PCGDTCL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Provisional Entity: Primary Cutaneous CD8+ Aggressive Epidermotropic Cytotoxic T-Cell Lymphoma (PCAECTCL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Provisional Entity: Primary Cutaneous Acral CD8+ T-Cell Lymphoma (PCATCL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Provisional Entity: Primary Cutaneous CD4+ Small/Medium T-Cell Lymphoproliferative Disorder (PCSMTPLD)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Peripheral T-Cell lymphoma, NOS (PTCL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Angioimmunoblastic T-Cell Lymphoma (AITL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Provisional Entity: Follicular T-Cell Lymphoma (FTCL)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Provisional Entity: Nodal Peripheral T-Cell Lymphoma with TFH Phenotype (NPTLTFH)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Anaplastic Large-Cell Lymphoma, ALK+ (ALCLALKP)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Anaplastic Large-Cell Lymphoma, ALK- (ALCLALKN)				LimeGreen			
Lymphoid (LYMPH)	Mature T and NK Neoplasms (MTNN)	Provisional Entity: Breast Implant-Associated Anaplastic Large-Cell Lymphoma (BIALCL)				LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma, NOS (BLLNOS)				LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities (BLLRGA)	B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1 (BLLBCRABL1)			LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities (BLLRGA)	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged (BLLKMT2A)			LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities (BLLRGA)	B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 (BLLETV6RUNX1)			LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities (BLLRGA)	B-Lymphoblastic Leukemia/Lymphoma with Hyperdiploidy (BLLHYPER)			LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities (BLLRGA)	B-Lymphoblastic Leukemia/Lymphoma with Hypodiploidy (BLLHYPO)			LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities (BLLRGA)	B-Lymphoblastic Leukemia/Lymphoma with t(5;14)(q31.1;q32.3) IL3-IGH (BLLIL3IGH)			LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities (BLLRGA)	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1 (BLLTCF3PBX1)			LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities (BLLRGA)	Provisional entity: B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like (BLLBCRABL1L)			LimeGreen			
Lymphoid (LYMPH)	B-Lymphoblastic Leukemia/Lymphoma (BLL)	B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities (BLLRGA)	Provisional entity: B-Lymphoblastic Leukemia/Lymphoma with iAMP21 (BLLIAMP21)			LimeGreen			
Lymphoid (LYMPH)	T-Lymphoblastic Leukemia/Lymphoma (TLL)	Provisional Entity: Early T-Cell Precursor Lymphoblastic Leukemia (ETPLL)				LimeGreen			
